pageid,revid,user_rating,flesch_reading_ease,flesch_kincaid_grade,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,readability_consensus
6245560,417194633,GA,40.69,13.1,14.6,19.85,19.7,8.26,1266,27.0,10.8,19th and 20th grade
15080600,417201941,GA,36.28,12.7,14.6,21.0,19.0,9.52,644,14.0,9.2,9th and 10th grade
31087519,417221900,Stub,26.47,12.3,13.0,30.89,24.5,9.95,68,6.0,6.4,12th and 13th grade
2386477,417251918,Start,23.09,17.7,20.3,33.95,35.5,7.74,457,7.5,14.4,7th and 8th grade
6792545,417310666,GA,28.84,13.5,14.6,29.29,25.2,9.88,270,13.5,8.8,13th and 14th grade
30044561,417333737,C,18.35,15.4,14.6,28.42,25.5,9.32,795,12.0,9.6,14th and 15th grade
1177013,417337846,FA,36.28,12.7,15.9,21.29,19.2,9.01,1837,9.0,9.2,8th and 9th grade
30201177,417338103,FA,58.28,8.4,13.0,21.16,17.1,8.24,1419,7.5,7.2,7th and 8th grade
4028488,417341183,GA,16.32,16.2,15.9,27.09,25.4,9.25,1256,8.5,10.4,15th and 16th grade
18677629,417368460,Stub,5.49,16.2,17.1,36.94,30.7,13.05,78,10.5,8.0,30th and 31th grade
6302631,417369898,GA,13.95,15.0,13.0,33.17,27.6,7.7,853,11.0,8.0,7th and 8th grade
3348541,417406088,Start,35.27,13.1,14.6,24.48,22.2,10.8,329,12.0,9.6,11th and 12th grade
31098358,417413476,Stub,13.95,15.0,14.6,34.44,28.6,11.83,50,8.0,8.0,14th and 15th grade
694026,417418394,Start,47.79,10.3,13.0,20.12,17.0,9.26,280,25.0,8.0,24th and 25th grade
1590968,417426321,C,38.31,11.9,14.6,27.84,23.9,9.66,303,20.0,8.4,11th and 12th grade
143579,417515276,GA,47.79,10.3,13.0,21.63,18.2,8.97,1892,5.5,8.0,21th and 22th grade
4155035,417590450,GA,20.38,14.6,14.6,35.38,30.3,8.34,418,15.5,8.8,14th and 15th grade
28535604,417603161,Stub,-37.82,22.5,15.9,50.28,42.1,11.97,32,7.5,8.4,7th and 8th grade
13276197,417682242,GA,16.32,16.2,15.9,23.55,22.6,9.66,611,12.5,10.4,15th and 16th grade
31117956,417738840,C,37.3,12.3,14.6,22.56,19.9,9.4,551,31.0,8.8,8th and 9th grade
30133875,417740147,C,14.29,17.0,15.9,30.52,28.7,8.73,607,16.0,11.2,15th and 16th grade
30855860,417744356,Stub,15.31,16.6,15.9,31.33,29.2,11.1,138,8.0,10.8,10th and 11th grade
31121983,417786040,C,34.26,13.5,14.6,22.16,20.6,9.86,385,18.0,10.0,9th and 10th grade
30937857,417856227,Start,44.75,11.5,14.6,16.47,15.2,10.26,98,11.0,9.2,10th and 11th grade
27364078,417872833,GA,44.75,11.5,13.0,18.44,16.9,8.72,902,9.0,9.2,8th and 9th grade
29162,418027026,GA,11.92,15.8,14.6,32.36,27.8,9.49,868,6.5,8.8,8th and 9th grade
4366441,418053831,GA,35.27,13.1,13.0,23.2,21.3,9.39,506,18.5,9.6,12th and 13th grade
31036526,418107201,B,49.15,11.9,13.0,17.29,17.5,8.88,322,17.5,10.8,17th and 18th grade
30441923,418168570,Stub,-12.44,19.0,17.1,41.0,34.5,11.69,69,6.0,8.4,18th and 19th grade
15709043,418178867,C,35.27,13.1,14.6,22.74,20.8,9.31,708,6.5,9.6,9th and 10th grade
24517422,418206392,Stub,-23.95,21.3,18.2,37.18,32.4,11.8,70,11.0,9.6,11th and 12th grade
30527449,418206559,Stub,-38.5,24.8,19.3,43.74,40.4,11.51,63,12.0,12.0,11th and 12th grade
24494756,418220137,GA,-0.6,18.6,15.9,37.82,34.0,10.39,340,17.5,10.4,18th and 19th grade
7128836,418266504,Start,-13.45,31.8,28.7,35.81,54.7,13.11,185,25.0,28.8,28th and 29th grade
18841043,418332682,GA,47.79,10.3,13.0,22.26,18.7,9.04,981,8.5,8.0,8th and 9th grade
13656044,418338316,GA,-12.1,20.9,19.3,37.59,35.3,9.32,924,28.5,11.6,28th and 29th grade
17853702,418364202,B,30.2,15.0,18.2,25.88,25.5,9.81,259,14.5,11.6,25th and 26th grade
22221962,418566792,GA,38.31,11.9,14.6,26.56,22.8,9.39,683,7.0,8.4,11th and 12th grade
8281622,418654777,GA,12.94,15.4,14.6,33.93,28.9,9.85,227,9.0,8.4,14th and 15th grade
56836,418655565,C,24.78,15.0,17.1,26.22,24.8,10.16,1165,10.5,10.4,10th and 11th grade
9107852,418676449,GA,45.76,11.1,14.6,24.53,21.6,9.15,461,11.5,8.8,11th and 12th grade
1863351,418705366,GA,9.89,16.6,15.9,33.06,29.0,10.36,371,7.5,9.6,9th and 10th grade
2133309,418768534,GA,18.35,15.4,15.9,29.82,26.6,10.47,342,29.5,9.6,29th and 30th grade
25256595,418778147,Stub,8.53,15.1,11.2,33.92,27.2,10.3,58,7.0,6.8,6th and 7th grade
30356816,418787891,FA,20.38,14.6,14.6,27.26,23.9,10.02,605,11.0,8.8,14th and 15th grade
356690,418788280,FA,6.84,17.8,15.9,29.99,28.0,9.63,1190,13.5,10.8,29th and 30th grade
2482107,418788434,FA,54.22,9.9,11.2,18.5,16.7,8.11,1295,8.5,8.8,8th and 9th grade
17259004,418788672,FA,26.81,14.2,15.9,25.12,23.0,8.63,1726,29.0,9.6,28th and 29th grade
27041687,418788849,FA,18.35,15.4,14.6,30.05,26.7,9.07,603,13.0,9.6,14th and 15th grade
691956,418789068,FA,51.18,11.1,14.6,27.26,25.1,8.0,1322,13.0,10.0,9th and 10th grade
26823689,418808259,GA,9.89,16.6,15.9,33.82,29.8,9.06,1232,20.0,9.6,9th and 10th grade
30757090,418827447,GA,13.28,17.4,18.2,28.31,27.8,10.3,448,28.5,11.6,28th and 29th grade
4597166,418873951,C,40.34,11.1,13.0,28.88,23.7,10.22,145,13.0,7.6,12th and 13th grade
23691318,418881599,GA,21.74,16.2,15.9,24.78,24.5,9.28,767,18.5,11.6,24th and 25th grade
31162962,418931578,B,24.78,15.0,14.6,25.0,23.7,9.81,581,13.5,10.4,14th and 15th grade
1646308,419005493,GA,2.44,17.4,14.6,36.31,31.3,8.48,1607,8.0,9.2,7th and 8th grade
30220430,419044198,Start,33.92,11.5,11.2,22.49,18.0,9.76,194,6.5,6.8,11th and 12th grade
30447986,419074688,GA,47.79,10.3,11.2,23.49,19.9,8.55,316,13.0,8.0,10th and 11th grade
31038625,419173775,Start,53.21,10.3,13.0,17.64,16.3,9.98,240,52.5,9.2,9th and 10th grade
31214359,419364860,Stub,9.89,16.6,17.1,35.04,30.7,11.65,43,12.0,9.6,11th and 12th grade
904056,419428535,C,27.83,13.9,15.9,21.0,18.9,9.17,710,10.5,9.2,20th and 21th grade
31219748,419464635,Stub,11.59,20.1,20.3,37.89,40.1,11.47,67,23.0,15.6,22th and 23th grade
3818724,419520896,GA,31.21,14.6,17.1,19.61,20.0,8.51,523,17.5,11.2,19th and 20th grade
25269110,419539771,Start,49.83,15.8,17.1,22.23,29.5,8.29,306,55.0,17.2,29th and 30th grade
559489,419557178,GA,21.74,16.2,15.9,27.33,26.9,8.94,715,18.0,11.6,26th and 27th grade
31210181,419610759,C,43.73,11.9,14.6,15.55,15.1,8.65,326,12.0,9.6,11th and 12th grade
11967708,419622906,C,28.84,13.5,14.6,21.69,19.0,9.18,1394,7.5,8.8,8th and 9th grade
29272389,419623851,Start,26.81,14.2,14.6,30.22,27.1,9.1,114,18.5,9.6,14th and 15th grade
340594,419684515,GA,41.7,12.7,13.0,20.3,20.0,8.29,788,17.5,10.4,12th and 13th grade
5970645,419708976,FA,11.92,15.8,15.9,32.01,27.5,9.53,785,19.0,8.8,15th and 16th grade
27712744,419718841,B,33.24,13.8,14.6,21.17,20.4,9.39,265,51.0,10.4,20th and 21th grade
29088807,419732136,FA,21.74,16.2,17.1,22.57,23.1,9.56,925,12.0,11.6,11th and 12th grade
30955593,419733231,FA,13.95,15.0,15.9,31.14,26.1,10.29,1112,13.0,8.0,12th and 13th grade
1162294,419735063,FA,42.72,12.3,14.6,19.84,19.1,8.91,902,8.5,10.0,8th and 9th grade
262979,419735556,FA,46.78,10.7,13.0,20.88,18.1,8.22,2346,12.5,8.4,12th and 13th grade
24107135,419782316,C,50.16,11.5,13.0,18.39,18.4,8.8,164,8.5,10.4,8th and 9th grade
25678739,419830152,GA,14.97,14.7,14.6,29.86,24.8,9.7,355,6.0,7.6,14th and 15th grade
31233772,419845373,B,2.44,17.4,17.1,32.48,28.1,9.23,360,12.5,9.2,12th and 13th grade
10191140,419852142,Stub,55.24,9.5,11.2,21.63,18.5,8.84,154,13.0,8.4,9th and 10th grade
16902709,419898367,C,47.79,10.3,11.2,21.52,18.1,8.27,235,4.0,8.0,10th and 11th grade
2230037,419901844,FA,47.79,10.3,13.0,21.74,18.3,8.02,801,10.5,8.0,10th and 11th grade
5697986,419905998,B,28.84,13.5,14.6,28.65,24.8,9.88,167,20.0,8.8,28th and 29th grade
8237706,419924142,B,66.74,7.2,11.2,20.23,16.5,9.14,478,5.5,7.2,7th and 8th grade
26171063,419924152,Start,19.37,15.0,15.9,30.8,26.8,10.18,211,12.0,9.2,30th and 31th grade
5721539,419925363,Stub,44.41,15.8,15.9,22.81,28.5,10.07,85,6.5,16.0,15th and 16th grade
1255754,419939253,B,64.71,8.0,11.2,13.62,11.8,7.83,782,8.5,8.0,7th and 8th grade
25320394,419940652,C,7.19,19.7,19.3,31.63,32.8,11.87,295,57.0,14.0,19th and 20th grade
31250058,419967827,Stub,18.35,15.4,15.9,31.44,27.9,11.33,100,16.0,9.6,15th and 16th grade
639500,419996396,GA,49.15,11.9,14.6,20.43,20.3,8.78,913,18.0,10.8,10th and 11th grade
31252436,420011252,Stub,11.92,15.8,15.9,27.08,23.6,11.88,74,21.5,8.8,15th and 16th grade
1897988,420055339,GA,26.81,14.2,15.9,30.63,27.2,9.05,464,14.0,9.6,13th and 14th grade
30128954,420092366,GA,35.95,10.7,11.2,30.37,23.5,7.26,700,2.5,6.0,10th and 11th grade
2147103,420101923,Start,7.86,17.4,17.1,28.54,26.7,11.34,184,52.0,10.4,28th and 29th grade
3305128,420254702,Start,42.72,12.3,13.0,21.29,20.4,8.87,197,8.0,10.0,12th and 13th grade
26818638,420296907,Stub,11.58,13.9,13.0,29.95,23.0,12.7,30,4.5,5.6,12th and 13th grade
31270349,420399585,B,12.94,15.4,13.0,32.94,27.6,8.21,505,15.5,8.4,15th and 16th grade
27913536,420416880,B,56.59,11.1,13.0,15.55,16.6,7.61,2002,12.5,11.2,12th and 13th grade
8317175,420436083,GA,17.34,15.8,14.6,29.18,26.3,9.69,309,6.0,10.0,9th and 10th grade
7850642,420479735,B,46.78,10.7,13.0,21.98,18.9,9.6,200,13.0,8.4,12th and 13th grade
30790823,420502945,GA,28.17,15.8,17.1,20.89,22.5,9.57,675,25.5,12.4,25th and 26th grade
103295,420544759,C,46.1,13.0,15.9,16.48,18.3,8.84,259,6.5,12.0,15th and 16th grade
31257958,420567934,B,43.73,11.9,14.6,22.22,20.4,8.89,431,10.5,9.6,10th and 11th grade
24341999,420570782,GA,20.38,14.6,13.0,30.22,26.3,8.98,2056,8.5,8.8,8th and 9th grade
31145569,420583331,Start,10.91,16.2,15.9,34.34,29.8,10.28,223,6.5,9.2,15th and 16th grade
2044111,420602963,Start,18.69,17.4,19.3,21.7,23.8,11.72,212,11.5,12.8,11th and 12th grade
10982177,420624729,Stub,22.08,18.1,19.3,19.1,23.8,11.47,154,16.0,14.8,18th and 19th grade
31211940,420755357,B,23.77,15.4,15.9,20.48,20.4,8.98,846,14.0,10.8,15th and 16th grade
26147480,420758366,Start,33.24,13.8,15.9,22.86,21.9,10.55,176,13.5,10.4,13th and 14th grade
31300606,420774211,C,26.81,14.2,15.9,24.42,22.1,10.08,304,14.5,9.6,14th and 15th grade
28871639,420784062,Stub,-19.89,19.8,15.9,36.36,30.3,11.31,54,7.5,8.0,7th and 8th grade
30222385,420897646,FA,31.89,12.3,13.0,23.89,19.7,8.94,717,8.5,7.6,8th and 9th grade
192480,420898797,FA,7.86,17.4,15.9,31.61,29.2,9.21,2731,6.5,10.4,15th and 16th grade
1530647,420955339,GA,30.2,15.0,14.6,22.8,23.3,9.29,752,21.0,11.6,14th and 15th grade
475768,420972775,GA,50.16,11.5,14.6,23.2,22.0,9.47,494,16.0,10.4,9th and 10th grade
29024768,420985076,GA,22.75,15.8,15.9,24.89,24.1,9.28,834,27.5,11.2,15th and 16th grade
7207302,420985783,Start,58.62,10.3,13.0,14.5,15.1,7.89,689,7.0,10.4,14th and 15th grade
203095,421076427,GA,26.81,14.2,14.6,26.51,24.1,9.27,413,10.5,9.6,14th and 15th grade
30762149,421077214,GA,21.4,14.3,14.6,27.66,23.6,9.27,381,5.5,8.4,14th and 15th grade
30698699,421177610,Start,53.21,10.3,14.6,21.4,19.3,9.7,160,8.0,9.2,9th and 10th grade
30862933,421240586,Start,42.72,12.3,15.9,22.86,21.6,10.96,200,12.5,10.0,12th and 13th grade
3640544,421252591,GA,41.7,12.7,14.6,22.04,21.5,9.24,1088,26.0,10.4,21th and 22th grade
13562301,421303070,Start,33.24,13.8,17.1,30.05,27.7,10.16,701,18.0,10.4,17th and 18th grade
30320448,421350154,C,54.56,11.9,14.6,19.85,21.4,10.27,203,7.5,12.0,11th and 12th grade
23178479,421373668,Start,32.9,11.9,13.0,37.92,30.7,9.83,217,3.5,7.2,11th and 12th grade
2411080,421379849,GA,47.12,12.7,15.9,22.75,23.0,9.09,466,13.0,11.6,22th and 23th grade
31238332,421400250,B,43.73,11.9,14.6,20.3,19.0,9.94,316,12.5,9.6,9th and 10th grade
2004784,421427158,GA,25.8,14.6,15.9,22.28,20.8,9.79,345,11.0,10.0,9th and 10th grade
18209834,421453813,C,23.43,13.5,15.9,26.15,21.7,10.33,196,9.0,7.6,21th and 22th grade
24272139,421459719,Start,54.22,9.9,11.2,21.17,18.8,8.22,256,28.0,8.8,9th and 10th grade
31339874,421462702,Stub,25.46,12.7,14.6,32.99,26.2,12.84,60,11.0,6.8,12th and 13th grade
31322638,421467669,Stub,15.31,16.6,18.2,34.11,31.3,11.9,30,16.5,10.8,16th and 17th grade
25631460,421531182,B,47.79,10.3,13.0,19.08,16.3,8.95,560,7.0,8.0,12th and 13th grade
31344517,421540682,Stub,-32.75,20.6,15.9,47.55,37.8,13.48,146,9.0,6.4,20th and 21th grade
947807,421567459,Start,27.83,13.9,15.9,25.52,22.8,9.79,321,20.5,9.2,9th and 10th grade
21647130,421676021,GA,25.8,14.6,15.9,24.83,23.0,9.87,536,12.0,10.0,9th and 10th grade
29272772,421711204,GA,42.72,12.3,13.0,21.46,20.3,8.9,754,12.0,10.0,12th and 13th grade
14445129,421726748,GA,49.15,11.9,14.6,23.44,22.8,9.43,373,13.0,10.8,22th and 23th grade
295523,421745496,Start,29.86,13.1,14.6,25.05,21.4,10.51,132,7.5,8.4,7th and 8th grade
8394247,421813214,GA,6.84,17.8,17.1,31.85,29.7,9.13,1012,7.5,10.8,17th and 18th grade
30830282,421871626,GA,33.24,13.8,14.6,23.49,22.4,9.25,588,11.5,10.4,11th and 12th grade
23813111,421900661,B,14.29,17.0,17.1,26.86,25.7,8.95,499,17.0,11.2,16th and 17th grade
33257908,421964158,C,35.27,13.1,15.9,23.73,21.8,9.62,312,12.5,9.6,9th and 10th grade
15366643,421971931,C,41.7,12.7,15.9,20.01,19.6,10.07,221,28.0,10.4,19th and 20th grade
7772380,421978487,Start,-5.34,16.2,13.0,37.44,29.1,10.97,17,6.0,5.6,5th and 6th grade
871655,421991037,GA,25.8,14.6,15.9,23.96,22.1,9.32,1137,13.5,10.0,9th and 10th grade
23691228,422052518,GA,44.75,11.5,13.0,20.77,18.7,9.18,557,18.0,9.2,20th and 21th grade
630851,422053617,B,14.29,17.0,18.2,25.53,24.7,8.86,2904,12.0,11.2,11th and 12th grade
27733111,422120613,Start,37.64,14.2,15.9,26.86,26.8,10.19,102,14.0,12.0,26th and 27th grade
31375770,422122275,Stub,-0.94,16.6,15.9,43.43,35.2,13.91,75,8.5,7.2,16th and 17th grade
275064,422151052,C,41.7,12.7,14.6,23.2,22.0,10.12,269,9.0,10.4,10th and 11th grade
641560,422156476,GA,23.77,15.4,17.1,25.94,24.6,10.11,427,9.0,10.8,10th and 11th grade
6129627,422211408,B,45.76,11.1,14.6,20.18,17.9,9.38,209,10.5,8.8,10th and 11th grade
30980405,422216673,FA,35.27,13.1,14.6,23.9,21.7,8.28,1639,14.5,9.6,14th and 15th grade
29191170,422217028,FA,51.18,11.1,13.0,20.71,19.7,8.33,1076,18.0,10.0,9th and 10th grade
29910589,422218094,FA,21.74,16.2,17.1,30.75,29.4,9.76,970,27.5,11.6,30th and 31th grade
30051902,422218524,FA,32.22,14.2,15.9,25.7,24.7,8.93,992,14.5,10.8,14th and 15th grade
28311080,422229217,GA,21.74,16.2,17.1,21.88,22.3,9.26,635,18.5,11.6,21th and 22th grade
31360194,422294657,Stub,26.81,14.2,15.9,26.57,24.0,10.78,185,7.5,9.6,26th and 27th grade
25112212,422329916,Start,53.21,10.3,13.0,17.23,15.7,10.12,149,9.0,9.2,9th and 10th grade
31353661,422339902,GA,4.47,16.6,14.6,37.29,31.5,9.93,204,11.0,8.4,16th and 17th grade
15351894,422435910,Start,32.9,11.9,13.0,31.54,25.5,11.83,44,6.5,7.2,11th and 12th grade
3358382,422524104,C,29.86,13.1,14.6,20.36,17.5,10.13,183,5.0,8.4,17th and 18th grade
796831,422526476,C,13.95,15.0,14.6,28.01,23.4,10.61,245,14.5,8.0,14th and 15th grade
26065172,422555783,Start,25.8,14.6,15.9,23.73,22.0,11.42,157,12.5,10.0,12th and 13th grade
19591,422653666,GA,15.31,16.6,17.1,29.47,27.5,8.86,3856,19.5,10.8,16th and 17th grade
30880344,422678838,C,19.37,15.0,15.9,30.92,27.0,9.94,389,8.5,9.2,9th and 10th grade
6834765,422735076,Start,35.28,19.3,20.3,31.11,39.2,10.58,253,10.5,19.6,19th and 20th grade
10675201,422767890,GA,34.26,13.5,15.9,22.68,21.0,9.93,545,27.5,10.0,9th and 10th grade
29688038,422816169,C,34.26,13.5,14.6,22.62,21.2,9.64,279,13.5,10.0,13th and 14th grade
9161826,422896221,Start,25.8,14.6,15.9,23.96,22.5,9.98,346,7.5,10.0,9th and 10th grade
6108330,422917509,Start,52.53,12.6,14.6,13.76,17.3,7.36,563,11.0,12.8,12th and 13th grade
354042,423074532,C,11.92,15.8,15.9,31.49,27.0,11.46,333,12.5,8.8,15th and 16th grade
6790236,423112108,GA,35.27,13.1,14.6,25.7,23.1,8.85,513,12.5,9.6,12th and 13th grade
17335271,423156613,Start,0.08,22.4,24.5,45.02,47.5,10.7,337,67.5,16.8,24th and 25th grade
31445822,423179814,B,55.24,9.5,13.0,19.49,17.0,8.51,322,8.0,8.4,9th and 10th grade
29017155,423209184,Stub,18.35,15.4,14.6,30.51,27.2,10.21,154,56.0,9.6,14th and 15th grade
6687738,423281868,Stub,15.98,14.3,14.6,32.18,26.1,12.0,107,14.5,7.2,14th and 15th grade
31387008,423288310,GA,22.41,13.9,13.0,31.54,26.3,9.39,187,5.5,8.0,12th and 13th grade
29668149,423315276,Start,-69.63,32.7,22.1,51.98,53.9,11.29,142,63.0,17.6,62th and 63th grade
10023281,423325847,GA,4.82,18.6,17.1,30.63,29.3,10.04,1176,9.0,11.6,30th and 31th grade
31458654,423394070,Start,37.3,12.3,14.6,21.69,19.4,10.01,163,13.5,8.8,21th and 22th grade
1093190,423419328,Start,20.38,14.6,14.6,32.65,28.2,10.07,125,12.5,8.8,14th and 15th grade
308729,423424375,C,42.72,12.3,13.0,20.48,19.3,9.69,324,18.0,10.0,9th and 10th grade
30542998,423479304,Stub,36.28,12.7,13.0,21.75,19.5,9.6,87,52.5,9.2,12th and 13th grade
31465610,423504839,Stub,-25.3,19.8,17.1,48.65,39.0,15.69,45,12.5,6.8,12th and 13th grade
441497,423565537,C,43.39,9.9,11.2,22.83,17.9,10.1,426,4.5,6.4,10th and 11th grade
31449371,423610290,Start,14.97,14.7,14.6,31.89,26.1,9.78,88,8.0,7.6,14th and 15th grade
31474822,423649048,Stub,-92.64,31.1,20.3,58.87,50.4,15.42,41,20.5,10.0,20th and 21th grade
1827138,423650045,GA,20.72,16.6,17.1,25.76,26.1,10.07,456,25.0,12.0,25th and 26th grade
31476806,423677972,C,-56.77,25.7,14.6,57.95,48.8,9.01,358,26.0,9.2,25th and 26th grade
29390332,423693573,B,21.06,18.5,19.3,22.29,27.0,10.38,379,13.5,15.2,18th and 19th grade
1017692,423703949,GA,39.67,13.4,14.6,19.32,19.7,8.7,551,8.0,11.2,19th and 20th grade
29773819,423744005,Stub,31.89,12.3,13.0,30.21,24.7,9.82,49,6.0,7.6,12th and 13th grade
26879325,423763900,Start,16.32,16.2,17.1,25.0,23.4,10.97,92,15.0,10.4,10th and 11th grade
341714,423776696,C,56.59,11.1,13.0,18.34,18.9,9.0,350,9.0,11.2,8th and 9th grade
31482732,423778018,Start,-3.98,17.8,15.9,36.48,30.5,10.99,246,16.0,8.4,15th and 16th grade
61941,423809874,B,18.35,15.4,15.9,28.19,25.4,9.75,498,10.5,9.6,9th and 10th grade
31487216,423856418,Start,52.19,10.7,13.0,18.62,17.6,8.89,279,11.0,9.6,10th and 11th grade
24011847,423898325,Stub,0.42,18.2,17.1,33.47,30.0,10.93,131,8.5,10.0,29th and 30th grade
30818948,423920134,GA,2.44,17.4,15.9,34.39,29.8,8.64,254,16.0,9.2,15th and 16th grade
31020028,423922445,GA,8.88,17.0,15.9,36.95,32.7,8.57,384,17.5,10.0,17th and 18th grade
31490852,423922524,Stub,4.14,20.9,20.3,36.03,38.1,13.03,115,47.5,15.2,20th and 21th grade
1869596,424144000,GA,18.35,15.4,15.9,33.01,29.0,9.47,274,13.5,9.6,15th and 16th grade
30713218,424154034,B,23.43,13.5,14.6,29.05,23.9,10.4,218,7.5,7.6,7th and 8th grade
1937019,424255486,Start,45.76,11.1,13.0,22.97,20.4,9.69,259,27.0,8.8,26th and 27th grade
31459165,424304377,B,-20.91,20.2,17.1,38.74,32.7,10.94,717,8.5,8.4,8th and 9th grade
325393,424315461,FA,16.66,18.1,18.2,26.75,28.6,9.39,1431,16.5,13.6,28th and 29th grade
29851830,424315567,FA,3.46,17.0,15.9,32.07,27.8,9.63,950,19.5,8.8,27th and 28th grade
30697259,424315650,FA,42.72,12.3,14.6,17.98,17.6,8.03,2389,10.5,10.0,17th and 18th grade
9246090,424315701,FA,33.24,13.8,14.6,22.04,21.4,9.56,777,15.5,10.4,9th and 10th grade
1449448,424315842,FA,30.2,15.0,17.1,21.64,22.1,9.29,1318,12.0,11.6,11th and 12th grade
25738381,424315947,FA,12.94,15.4,15.9,28.77,24.5,9.87,1062,10.5,8.4,15th and 16th grade
15912,424316022,FA,42.72,12.3,15.9,19.9,19.0,8.28,2319,9.0,10.0,8th and 9th grade
2211037,424316094,FA,49.15,11.9,14.6,18.16,18.4,8.82,702,6.5,10.8,10th and 11th grade
3218853,424316165,FA,11.92,15.8,14.6,31.43,27.2,9.87,531,13.0,8.8,12th and 13th grade
16598458,424316326,FA,32.22,14.2,15.9,21.01,20.5,8.63,747,13.0,10.8,20th and 21th grade
256672,424316386,FA,43.73,11.9,14.6,18.68,17.3,8.18,2310,16.0,9.6,18th and 19th grade
18246876,424316433,FA,42.72,12.3,14.6,20.59,19.4,8.78,1185,16.0,10.0,20th and 21th grade
31508900,424373838,C,37.3,12.3,14.6,19.2,17.1,9.05,297,18.5,8.8,18th and 19th grade
31500336,424387828,Start,-17.84,37.6,27.4,37.67,66.3,12.46,199,50.0,37.2,37th and 38th grade
31467718,424481419,C,28.84,13.5,15.9,21.05,18.6,10.32,437,6.0,8.8,18th and 19th grade
70566,424512626,C,16.32,16.2,17.1,27.15,25.2,10.71,1362,11.0,10.4,10th and 11th grade
21308184,424668641,Start,1.77,19.7,20.3,31.97,32.1,12.92,319,27.5,12.8,12th and 13th grade
24904244,424732607,Stub,14.97,14.7,14.6,44.42,36.4,12.77,54,7.0,7.6,14th and 15th grade
497475,424860753,C,35.27,13.1,15.9,21.7,20.1,9.67,485,20.0,9.6,9th and 10th grade
614877,424904155,GA,18.69,17.4,18.2,21.82,23.6,9.87,982,19.0,12.8,18th and 19th grade
20759739,424963249,Stub,-142.73,35.9,17.1,93.07,74.6,17.82,38,12.0,6.4,17th and 18th grade
23369413,424964130,B,19.37,15.0,17.1,25.58,22.6,9.78,359,56.5,9.2,9th and 10th grade
1785360,424997585,GA,31.21,14.6,14.6,23.85,23.6,9.42,570,27.0,11.2,23th and 24th grade
1174227,425012555,Start,39.67,13.4,15.9,24.14,23.7,10.61,139,7.0,11.2,23th and 24th grade
11330249,425013859,GA,18.35,15.4,15.9,32.14,28.7,8.29,305,15.5,9.6,15th and 16th grade
1277761,425042062,Start,4.82,18.6,20.3,28.55,27.9,11.18,219,16.0,11.6,11th and 12th grade
31550655,425071131,Stub,19.37,15.0,17.1,29.75,26.1,12.06,52,10.5,9.2,29th and 30th grade
29952351,425160221,Start,29.18,15.4,18.2,18.98,20.4,10.07,292,20.5,12.0,20th and 21th grade
5710286,425180725,B,35.27,13.1,14.6,18.56,17.6,8.32,1937,13.0,9.6,12th and 13th grade
31133221,425250000,GA,19.37,15.0,14.6,28.6,25.0,9.4,575,19.5,9.2,14th and 15th grade
18366904,425324652,Stub,23.09,17.7,18.2,35.22,36.2,11.18,118,51.0,14.4,17th and 18th grade
20391919,425435419,C,40.69,13.1,15.9,24.37,23.3,9.94,324,4.0,10.8,10th and 11th grade
22058595,425445041,GA,23.77,15.4,18.2,27.21,25.7,9.6,285,19.5,10.8,25th and 26th grade
30518659,425445058,Stub,2.11,21.7,21.2,33.25,37.0,12.99,69,16.5,16.0,21th and 22th grade
24383041,425448668,B,47.79,10.3,14.6,22.15,18.5,8.96,523,18.0,8.0,18th and 19th grade
2084670,425461344,GA,58.62,10.3,13.0,16.77,16.8,8.31,993,24.0,10.4,16th and 17th grade
14244104,425531089,B,10.91,16.2,14.6,35.73,30.8,9.47,299,15.0,9.2,14th and 15th grade
6679598,425561284,C,19.37,15.0,14.6,39.32,33.8,9.17,272,13.0,9.2,14th and 15th grade
25839594,425651256,C,40.34,11.1,13.0,22.38,18.5,8.5,230,5.0,7.6,18th and 19th grade
22136684,425652583,Start,26.81,14.2,14.6,23.32,21.4,9.87,425,20.5,9.6,9th and 10th grade
1682841,425669136,GA,33.24,13.8,15.9,20.25,20.0,8.73,668,7.0,10.4,19th and 20th grade
22303107,425681244,C,34.6,15.4,17.1,20.02,22.9,10.61,283,25.5,13.2,25th and 26th grade
30989842,425766664,Stub,-11.09,20.5,20.3,45.25,40.8,12.67,70,11.5,11.2,20th and 21th grade
31530315,425848244,GA,49.15,11.9,14.6,16.08,16.7,8.29,662,5.5,10.8,16th and 17th grade
9127138,425886438,C,62.68,8.7,11.2,16.76,15.4,8.66,184,8.5,8.8,8th and 9th grade
30137217,425926045,C,-3.64,19.7,19.3,31.85,30.4,9.9,577,18.5,11.6,19th and 20th grade
31595674,425928335,C,-20.91,20.2,15.9,51.85,43.2,10.79,133,13.0,8.4,12th and 13th grade
21356222,425949581,GA,35.27,13.1,14.6,28.25,25.5,8.93,187,9.0,9.6,8th and 9th grade
4093066,425985597,Start,29.18,15.4,18.2,28.49,28.4,11.08,244,16.0,12.0,15th and 16th grade
31598786,425988204,Stub,9.55,14.7,14.6,34.49,27.4,12.14,59,10.5,6.4,14th and 15th grade
31602662,426069340,B,25.8,14.6,17.1,23.44,21.6,11.34,51,6.5,10.0,21th and 22th grade
